"AF,Ext,Ranking,grounded,
"
"<{ A0 },[]>",{A0},{A0=1.00},{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A3,A2)]>","{A1,A3}","{A1=0.75, A2=0.50, A3=1.00, A0=0.50}","{A1,A3}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A3,A1)]>",{A3},"{A1=0.50, A2=0.66668701171875, A3=1.00, A0=0.66668701171875}",{A3}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A2), (A2,A3), (A0,A3)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.625, A0=0.75}","{A1,A0}"
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A0)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.50, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A1,A0), (A3,A2)]>",{A1},"{A1=1.00, A2=0.50, A3=0.50, A0=0.50}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A3,A2)]>",{A3},"{A1=0.66668701171875, A2=0.50, A3=1.00, A0=0.50}",{A3}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A3,A1), (A1,A0)]>","{A3,A0}","{A1=0.50, A2=0.66668701171875, A3=1.00, A0=0.75}","{A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A1), (A0,A3)]>",{A0},"{A1=0.50, A2=0.66668701171875, A3=0.50, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A0), (A2,A2), (A0,A3)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.625, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A3,A0), (A3,A2)]>",{A1},"{A1=1.00, A2=0.50, A3=0.66668701171875, A0=0.66668701171875}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A3,A0), (A3,A1), (A3,A2)]>",{A3},"{A1=0.50, A2=0.50, A3=1.00, A0=0.50}",{A3}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A3), (A1,A0)]>",{A1},"{A1=1.00, A2=0.50, A3=0.66668701171875, A0=0.50}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A1)]>",{A0},"{A1=0.50, A2=0.66668701171875, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A0), (A2,A3), (A3,A2)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.66668701171875, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A0,A3), (A3,A2)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.625, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A2,A3), (A3,A2)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.50, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A1), (A2,A2), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A2), (A3,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A0,A3)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.50, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A2), (A0,A3)]>","{A1,A0}","{A1=0.75, A2=0.50, A3=0.50, A0=1.00}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A0,A2)]>","{A3,A0}","{A1=0.66668701171875, A2=0.50, A3=0.75, A0=1.00}","{A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A2), (A3,A2)]>","{A1,A3,A0}","{A1=0.75, A2=0.50, A3=0.75, A0=1.00}","{A1,A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A3), (A0,A1)]>","{A2,A0}","{A1=0.50, A2=0.75, A3=0.625, A0=1.00}","{A2,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A3,A2)]>",{A1},"{A1=1.00, A2=0.50, A3=0.50, A0=0.66668701171875}",{A1}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A3,A1), (A3,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A0,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A0,A2)]>",{A1},"{A1=1.00, A2=0.50, A3=0.50, A0=0.66668701171875}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A2), (A3,A2)]>","{A3,A0}","{A1=0.66668701171875, A2=0.50, A3=0.75, A0=1.00}","{A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A1)]>","{A2,A3,A0}","{A1=0.50, A2=0.75, A3=0.75, A0=1.00}","{A2,A3,A0}"
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A2), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A0), (A3,A2)]>","{A1,A3}","{A1=0.75, A2=0.50, A3=1.00, A0=0.66668701171875}","{A1,A3}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A3,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A2), (A3,A2)]>",{A1},"{A1=1.00, A2=0.50, A3=0.50, A0=0.66668701171875}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A0 },[(A1,A1)]>",{A0},"{A1=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A3,A1), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A2,A3), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A2), (A3,A2)]>",{A0},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A2), (A3,A1), (A3,A2)]>","{A3,A0}","{A1=0.625, A2=0.50, A3=0.75, A0=1.00}","{A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A2), (A0,A3)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.50, A0=1.00}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A1), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A0,A3)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.50, A0=1.00}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A0,A0), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A2), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A0,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A1), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A3), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A0,A1), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A1), (A3,A2)]>","{A3,A0}","{A1=0.50, A2=0.50, A3=1.00, A0=1.00}","{A3,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A2), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A3), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A2), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A3,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A2,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A3)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A1,A3), (A0,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A0,A2)]>",{A0},"{A1=0.66668701171875, A2=0.50, A3=0.66668701171875, A0=1.00}",{A0}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A3), (A0,A2)]>","{A1,A0}","{A1=0.75, A2=0.50, A3=0.66668701171875, A0=1.00}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A3,A1)]>","{A2,A3}","{A1=0.50, A2=0.75, A3=1.00, A0=0.50}","{A2,A3}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A1), (A3,A0), (A3,A1)]>","{A2,A3}","{A1=0.50, A2=0.75, A3=1.00, A0=0.50}","{A2,A3}"
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A0,A3), (A1,A0)]>",{A1},"{A1=1.00, A2=0.50, A3=0.50, A0=0.50}",{A1}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A3,A0), (A3,A2)]>","{A1,A0}","{A1=1.00, A2=0.50, A3=0.50, A0=0.75}","{A1,A0}"
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A1), (A3,A0)]>",{A3},"{A1=0.66668701171875, A2=0.66668701171875, A3=1.00, A0=0.50}",{A3}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3), (A0,A1), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A0,A1), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A2,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A0,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A3,A0), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1), (A3,A0), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A0,A3), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A0), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A1), (A3,A0), (A3,A1)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A0,A2), (A3,A2)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
"<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A3,A0), (A3,A1), (A1,A0)]>",{},"{A1=0.666656494140625, A2=0.666656494140625, A3=0.666656494140625, A0=0.666656494140625}",{}
